Org ID,Organization Name,All Registration Steps Completed before the Deadline?,Reg Form Progress,"Number of ""Pending bCourse"" (Completed Signatory Agreement but not bCourse)","Number of finalized Signatories (Completed both Agreement and bCourse 
(Need 4 to 8)",Org Type,Callink page,Callink Advisor
235156,Fiction Society at Berkeley,No,Not Started,0,0,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/fictionsociety,Millicent Morris-Chaney
158429,Field Hockey Club of Berkeley,No,Not Started,0,0,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/fieldhockey,Millicent Morris-Chaney
46682,Filipino & Philippine Studies Working Group,No,Approved,0,1,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/FPSworkingroup,Dylan Howser
91503,"Film & Literature Society, The",No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/filmliteraturesociety,Alejandro Muro
91383,Filmmakers for Social Change,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/filmmakersforsocialchange,Alejandro Muro
91749,Finance and Entrepreneurship Club,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/FEC,Deepak Sharma
91506,Finance Club at Berkeley,No,Not Started,0,1,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/financeclub,Deepak Sharma
164115,Financial Consulting for Startups of Berkeley,No,Not Started,0,0,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/FinancialConsultingForStartupsOfBerkeley,Deepak Sharma
325664,Financial Engineering Students Association,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/financialengineeringstudentsassociation,Dylan Howser
144001,Financial Literacy and Economic Justice Conference,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/flejcon,Deepak Sharma
91808,Financial Management Association,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/financialmanagementassociation,Deepak Sharma
235904,Find Your Jam ,No,Not Started,0,0,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/findyourjam,Alejandro Muro
301955,Fintech at Berkeley,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/fintechatberkeley,Deepak Sharma
157903,Fintech Investment Network,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/fintech,Deepak Sharma
82712,First Generation Professionals,Yes,Approved,0,6,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/fgp,Dylan Howser
289693,First Love at Berkeley,No,Inprogress,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/FirstLoveatBerkeley,Millicent Morris-Chaney
324685,First-Gen and/or Low-Income Graduate Students ,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/FGLI_Grads,Dylan Howser
147064,FIRST@Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/first-at-berkeley,Millicent Morris-Chaney
289749,Fishing Club at Berkeley,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/FishingClubatBerkeley,Millicent Morris-Chaney
91607,Fit Club,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/fitclub,Alejandro Muro
91843,Fitness at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/fitnessascal,Alejandro Muro
92007,Fix the Fountain,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/fixthefountain,Millicent Morris-Chaney
157542,Fixed Gear Hipsters,No,Not Started,0,0,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/calfixedgear,Millicent Morris-Chaney
91870,Flutter,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/thefirsttwitternewspaper,Millicent Morris-Chaney
46459,Flying at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/flyingatberkeley,Millicent Morris-Chaney
46632,"Folio: English Academic Journal, The",No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/thefolioenglishacademicjournal,Millicent Morris-Chaney
46399,Folklore Roundtable,No,Inprogress,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/gafolkloreroundtable,Dylan Howser
91608,Food and Nutrition Society,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/fans,Alejandro Muro
91504,Food Association at Berkeley,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/foodaberkeley,Sharon Daraphonhdeth
221121,Food Friendly Finance,Yes,Approved,0,7,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/foodfriendlyfinance,Deepak Sharma
221673,Food Justice Project,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/foodjusticeproject,Dylan Howser
122810,Food Science and Tech at Cal,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/foodscienceandtech,Deepak Sharma
144165,"Food, Equity, Entrepreneurship, & Development",Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/FEED,Deepak Sharma
144552,FoodInno,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/foodinno,Deepak Sharma
91450,Footprintz at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/footprintz,Millicent Morris-Chaney
45953,For Christ's Sake,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/forchristssake,Alejandro Muro
45954,Foresight Pre-Optometry Club,Yes,Approved,0,7,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/UCBForesight,Deepak Sharma
91494,Forestry Club,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/forestryclub,Sharon Daraphonhdeth
138585,Formula Electric at Berkeley (Formerly bLoop),Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/formulaelectric,Deepak Sharma
45955,Formula SAE (Society of Automotive Engineers),Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/formulasae,Deepak Sharma
145683,Forte Academy at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/forteacademy,Millicent Morris-Chaney
46296,Foster Education Project,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/FosterEducationProject,Dylan Howser
46247,Foundation for International Medical Relief of Children,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/FIMRC,Millicent Morris-Chaney
91580,Free Church at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/freechurch,Millicent Morris-Chaney
91878,"Free Peach, The",Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/TheFreePeach,Millicent Morris-Chaney
91398,Free Racquet Club at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/freeracquetclub,Millicent Morris-Chaney
302232,Free Speech Club of Berkeley,No,Approved,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/freespeechclub,Millicent Morris-Chaney
91915,Free Ventures,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/freeventures,Deepak Sharma
91328,French Alumni at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/french-alumni-berkeley,Dylan Howser
45956,Freshman and Sophomore Business Club,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/freshmanandsophomorebusinessclub,Deepak Sharma
302229,Friends of All Ages,No,Inprogress,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/friendsofallages,Millicent Morris-Chaney
324690,Friends of Fauna,No,Approved,0,1,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/friendsoffauna,Sharon Daraphonhdeth
91674,Friends of KALX,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/friendsofkalx,Alejandro Muro
46504,Friends of Northern Uganda,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/fnu,Alejandro Muro
222527,Friends of Prajwala at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/Prajwala,Millicent Morris-Chaney
189207,Friends of Revolution Books at Berkeley,No,Not Started,0,0,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/friendsofrev,Millicent Morris-Chaney
91609,Friends of the Berkeley Free Clinic,No,Not Started,0,1,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/friendsofbfc,Alejandro Muro
45957,Friends of the Co-ops,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/friendsofthecoop,Alejandro Muro
91754,Friends of the Long Haul,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/friendsofthelonghaul,Millicent Morris-Chaney
160403,Friends of the River at Berkeley,No,Not Started,0,0,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/Friends_of_the_River_at_Berkeley,Millicent Morris-Chaney
221216,From Mothers to Mothers,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/frommotherstomothers,Alejandro Muro
164156,Frugal Medical Device Innovation,No,Inprogress,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/FMDI,Deepak Sharma
92010,Fruitful Minds,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/fruitfulminds,Millicent Morris-Chaney
147293,Funny Business,No,Not Started,0,0,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/FunnyBusiness,Deepak Sharma
46594,Future Advancers of Science and Technology,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/FutureAdvancersScienceTech,Dylan Howser
45958,"Future Business Leaders of America-Phi Beta Lambda, Inc.",Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/berkeleypbl,Deepak Sharma
165235,Future Physicians at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/FPB,Deepak Sharma
46580,Future Surgeons of America Club,Yes,Approved,0,8,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/fsa,Deepak Sharma
92092,Future Transport,No,Not Started,0,0,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/FutureTransport,Deepak Sharma
92116,Futures for Finance,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/futuresforfinance,Deepak Sharma
46463,GA Berkeley Business Law Journal,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/gaberkeleybusinesslawjournal,Dylan Howser
45959,"Gabriela Network, Berkeley Unit",No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/gabrielanetworkberkeleyunit,Alejandro Muro
91401,Game Design and Development at Berkeley ,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/gamedesign,Millicent Morris-Chaney
59421,Gaming at Berkeley,No,Approved,0,3,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/GamingatBerkeley,Millicent Morris-Chaney
166242,Garb,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/Garb,Millicent Morris-Chaney
46136,GATES MILLENNIUM SCHOLARS ASSOCIATION,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/gatesmillenniumscholarsassn,Millicent Morris-Chaney
92012,Gawad Kalinga at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/gawadkalinga,Millicent Morris-Chaney
145398,General Reading Group,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/grg,Deepak Sharma
92013,Generation Citizen at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/GC,Millicent Morris-Chaney
92128,Generation Flow (Formerly Ladies for Change) ,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/ladiesforchange,Alejandro Muro
289444,GenOne,No,Not Started,0,0,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/GenOneatBerkeley,Millicent Morris-Chaney
158368,GenSex (formerly FemSex),Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/gensex,Alejandro Muro
321245,GENup Collegiate at Berkeley,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/genupcollegiate,Millicent Morris-Chaney
46641,Geochemistry Society of Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/gageochemistrysocietyofberkeley,Dylan Howser
46606,GeoEngineering Graduate Student Association at Berkeley,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/geoengineering,Dylan Howser
46647,Geography Group on Gender and Difference,No,Not Started,0,4,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/gageographygroupongenderanddifference,Dylan Howser
137790,Geological Association at Berkeley,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/GAB,Deepak Sharma
